CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL454233	500063	CHEMBL454233	500063		7	404.56	3.23	92.34	0	CS(=O)(=O)Nc1ccc(SSc2ccc(NS(=O)(=O)C)cc2)cc1	2634415	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL1630812	1053003	CHEMBL1630812	1053003		15i	360.37	3.16	85.36	0	O=C(COc1ccccc1)Nc2cccc(c2)C(=O)C(=O)c3ccccn3	5109320	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	697897	CHEMBL1632957	B	Inhibition of human intestinal CE1 using O-nitrophenyl acetate as substrate by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			54255	CHEMBL1629454	21105730	J. Med. Chem.	2010	53	24	8709					
CHEMBL365809	320763	CHEMBL365809	320763	BUTANEDIONE	3	86.09	.16	34.14	0	CC(=O)C(=O)C	1502106	Ki	>	100000	nM		Ki	>	100000	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL365809	320763	CHEMBL365809	320763	BUTANEDIONE	8	86.09	.16	34.14	0	CC(=O)C(=O)C	6317234	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	762141	CHEMBL1816212	B	Inhibition of human liver carboxylesterase1 using o-nitrophenyl acetate as substrate after 5 mins by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			58561	CHEMBL1811796	21733699	Bioorg. Med. Chem.	2011	19	15	4635					
CHEMBL235503	403254	CHEMBL235503	403254		16	232.24	2.74	34.14	0	O=C1C(=O)c2c3ccccc3cc4cccc1c24	1998206	Ki	=	1.5	nM	8.82	Ki	=	1.5	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	451017	CHEMBL900098	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	37157	CHEMBL1138234	17941623	J. Med. Chem.	2007	50	23	5727					
CHEMBL192139	320941	CHEMBL192139	320941		9	279.12	4.06	34.14	0	Clc1ccc(cc1)C(=O)C(=O)c2ccc(Cl)cc2	1503395	Ki	=	1.6	nM	8.8	Ki	=	1.6	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303099	CHEMBL829609	B	Inhibition constant against human liver carboxylesterase 1 using 4-MUA (4-methylumbelliferone acetate)	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL191847	321196	CHEMBL191847	321196		26	269.26	2.97	77.28	0	Cc1ccc(cc1[N+](=O)[O-])C(=O)C(=O)c2ccccc2	1503791	Ki	=	7.5	nM	8.12	Ki	=	7.5	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303099	CHEMBL829609	B	Inhibition constant against human liver carboxylesterase 1 using 4-MUA (4-methylumbelliferone acetate)	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL362996	320976	CHEMBL362996	320976		37	342.35	3.82	68.28	0	O=C(C(=O)c1ccc(cc1)C(=O)C(=O)c2ccccc2)c3ccccc3	1502099	Ki	=	8	nM	8.1	Ki	=	8	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303157	CHEMBL829130	B	Inhibition constant against human liver carboxylesterase 1 using o-NPA (nitrophenyl acetate)	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL189886	318383	CHEMBL189886	318383	BENZIL	1	210.23	2.75	34.14	0	O=C(C(=O)c1ccccc1)c2ccccc2	2267369	Ki	=	44.67	nM	7.35	pKi	=	7.35				0				560257	CHEMBL1019596	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL189886	318383	CHEMBL189886	318383	BENZIL	2, benzil	210.23	2.75	34.14	0	O=C(C(=O)c1ccccc1)c2ccccc2	1942228	Ki	=	45.1	nM	7.35	Ki	=	45.1	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	443528	CHEMBL893785	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	36499	CHEMBL1147944	17399985	Bioorg. Med. Chem.	2007	15	11	3801					
CHEMBL192241	320885	CHEMBL192241	320885		17	303.15	3.65	34.14	0	BrCc1ccc(cc1)C(=O)C(=O)c2ccccc2	2267353	Ki	=	77.62	nM	7.11	pKi	=	7.11				0				560257	CHEMBL1019596	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL192627	320990	CHEMBL192627	320990	CHLORANIL	56	245.88	2.52	34.14	0	ClC1=C(Cl)C(=O)C(=C(Cl)C1=O)Cl	1502644	Ki	=	83.9	nM	7.08	Ki	=	83.9	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL242930	391589	CHEMBL242930	391589		27	318.17	3.59	34.14	0	Fc1cc(F)c(F)c(c1)C(=O)C(=O)c2cc(F)cc(F)c2F	1942217	Ki	=	140	nM	6.85	Ki	=	140	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	443528	CHEMBL893785	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	36499	CHEMBL1147944	17399985	Bioorg. Med. Chem.	2007	15	11	3801					
CHEMBL192589	320964	CHEMBL192589	320964		20	255.23	2.66	77.28	0	[O-][N+](=O)c1ccc(cc1)C(=O)C(=O)c2ccccc2	2267351	Ki	=	213.8	nM	6.67	pKi	=	6.67				0				560257	CHEMBL1019596	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL192410	320940	CHEMBL192410	320940		2	246.21	3.03	34.14	0	Fc1ccc(cc1)C(=O)C(=O)c2ccc(F)cc2	2267368	Ki	=	229.09	nM	6.64	pKi	=	6.64				0				560257	CHEMBL1019596	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL372716	318693	CHEMBL372716	318693		27	222.29	2.88	34.14	0	O=C(C(=O)c1ccsc1)c2ccsc2	2267345	Ki	=	363.08	nM	6.44	pKi	=	6.44				0				560257	CHEMBL1019596	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL235289	403251	CHEMBL235289	403251		11	272.17	1.41	120.42	0	[O-][N+](=O)c1ccc2C(=O)C(=O)c3ccc(c1c23)[N+](=O)[O-]	1998211	Ki	=	570	nM	6.24	Ki	=	570	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	451017	CHEMBL900098	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	37157	CHEMBL1138234	17941623	J. Med. Chem.	2007	50	23	5727					
CHEMBL467450	472352	CHEMBL467450	472352		35	362.45	3.57	74.6	0	CCCCCCCCCCCCS(=O)(=O)CC(O)(O)C(F)(F)F	2267288	Ki	=	741.31	nM	6.13	pKi	=	6.13				0				560260	CHEMBL1019599	B	Inhibition of human carboxylesterase 1 after 5 mins	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL365392	320727	CHEMBL365392	320727		10	279.12	4.06	34.14	0	Clc1ccccc1C(=O)C(=O)c2ccccc2Cl	1503408	Ki	=	1650	nM	5.78	Ki	=	1650	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL195713	320975	CHEMBL195713	320975		36	472.41	6.71	34.14	1	Fc1c(F)c(F)c(C(=O)C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(F)c1F	1504052	Ki	=	1690	nM	5.77	Ki	=	1690	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL190677	318924	CHEMBL190677	318924	BENZOIN	6	212.25	2.6	37.3	0	OC(C(=O)c1ccccc1)c2ccccc2	1502226	Ki	=	7250	nM	5.14	Ki	=	7250	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL222292	371683	CHEMBL222292	371683		54	216.02	2.13	46.17	0	Clc1ccc2C(=O)C(=O)Nc2c1Cl	1830100	Ki	=	9400	nM	5.03	Ki	=	9.4	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL191796	320777	CHEMBL191796	320777		29	300.23	2.57	120.42	0	[O-][N+](=O)c1cccc(c1)C(=O)C(=O)c2cccc(c2)[N+](=O)[O-]	1503917	Ki	=	18100	nM	4.74	Ki	=	18100	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL325480	193423	CHEMBL325480	193423	5-IODOISATIN	35	273.03	1.43	46.17	0	Ic1ccc2NC(=O)C(=O)c2c1	1830111	Ki	=	26900	nM	4.57	Ki	=	26.9	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL221873	371634	CHEMBL221873	371634		26	296.28	1.56	86.71	0	Oc1ccc(NC(=O)CN2C(=O)C(=O)c3ccccc23)cc1	1830011	Ki	>	100000	nM		Ki	>	100	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL521072	500550	CHEMBL521072	500550		39	450.47	3.13	129.64	0	OC(=O)c1ccc(cc1)S(=O)(=O)Nc2ccc(NS(=O)(=O)c3ccc(F)cc3)cc2	2634446	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL190496	321132	CHEMBL190496	321132		61	230.33	3.14	17.07	0	[O-][S+](Cc1ccccc1)Cc2ccccc2	1504851	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL520371	500552	CHEMBL520371	500552		41	463.51	2.79	121.44	0	CNC(=O)c1ccc(cc1)S(=O)(=O)Nc2ccc(NS(=O)(=O)c3ccc(F)cc3)cc2	2634448	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL484275	500064	CHEMBL484275	500064		8	309.39	4.21	37.38	0	O=S(=O)(N(c1ccccc1)c2ccccc2)c3ccccc3	2634416	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL487300	499895	CHEMBL487300	499895		58	634.37	6.38	92.34	2	Brc1cccc(c1)S(=O)(=O)Nc2ccc3c(Cc4cc(NS(=O)(=O)c5cccc(Br)c5)ccc34)c2	2634465	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL395019	391592	CHEMBL395019	391592		31	346.23	4.79	34.14	0	FC(F)(F)c1cccc(c1)C(=O)C(=O)c2cccc(c2)C(F)(F)F	1942213	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	443528	CHEMBL893785	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			36499	CHEMBL1147944	17399985	Bioorg. Med. Chem.	2007	15	11	3801					
CHEMBL3526990	1924692	CHEMBL3526990	1924692		(R)-Naproxen-beta-D-glucuronide	406.39	.39	142.75	0	COc1ccc2cc(ccc2c1)[C@@H](C)C(=O)O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(=O)O	15451696	Ki	=	468000	nM		Ki	=	468	uM		Outside typical range	0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1494238	CHEMBL3530686	A	Reversible inhibition of human CES1 assessed as hydrolysis of 4NPA to 4NP	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			92139	CHEMBL3526059	23386702	Drug Metab. Dispos.	2013	41	4	698					
CHEMBL467450	472352	CHEMBL467450	472352		35	362.45	3.57	74.6	0	CCCCCCCCCCCCS(=O)(=O)CC(O)(O)C(F)(F)F	2267237	Ki	=	.3981	nM	9.4	pKi	=	9.4				0				560263	CHEMBL1019602	B	Inhibition of human carboxylesterase 1 after 24 hrs	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL362996	320976	CHEMBL362996	320976		37	342.35	3.82	68.28	0	O=C(C(=O)c1ccc(cc1)C(=O)C(=O)c2ccccc2)c3ccccc3	1504057	Ki	=	2.1	nM	8.68	Ki	=	2.1	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303099	CHEMBL829609	B	Inhibition constant against human liver carboxylesterase 1 using 4-MUA (4-methylumbelliferone acetate)	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL51931	77749	CHEMBL51931	77749	9,10-PHENANTHRENEQUINONE	14	208.22	2.73	34.14	0	O=C1C(=O)c2ccccc2c3ccccc13	1998208	Ki	=	2.5	nM	8.6	Ki	=	2.5	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	451017	CHEMBL900098	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	37157	CHEMBL1138234	17941623	J. Med. Chem.	2007	50	23	5727					
CHEMBL89506	141675	CHEMBL89506	141675		40	256.33	4.21	17.07	0	CCCCCCCCSCC(=O)C(F)(F)F	2267232	Ki	=	4.169	nM	8.38	pKi	=	8.38				0				560263	CHEMBL1019602	B	Inhibition of human carboxylesterase 1 after 24 hrs	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL1812857	1167884	CHEMBL1812857	1167884		Table 1, R7C1	226.36	4.07	34.14	0	CCCCCCC(=O)C(=O)CCCCCC	12703871	Ki	=	4.8	nM	8.32	Ki	=	4.8	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	944083	CHEMBL2341916	B	Inhibition of human CE1 using o-NPA as substrate by spectrophotometric assay	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	72391	CHEMBL2331201	23286284	J. Nat. Prod.	2013	76	1	36					
CHEMBL375126	371740	CHEMBL375126	371740		16	306.15	3.72	37.38	0	Clc1ccc(CN2C(=O)C(=O)c3ccccc23)cc1Cl	1830020	Ki	=	31	nM	7.51	Ki	=	.031	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL189886	318383	CHEMBL189886	318383	BENZIL	1	210.23	2.75	34.14	0	O=C(C(=O)c1ccccc1)c2ccccc2	1503298	Ki	=	45.1	nM	7.35	Ki	=	45.1	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303157	CHEMBL829130	B	Inhibition constant against human liver carboxylesterase 1 using o-NPA (nitrophenyl acetate)	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL1630808	1052998	CHEMBL1630808	1052998		15d	399.23	4.71	76.13	0	Clc1ccc(C(=O)Nc2cccc(c2)C(=O)C(=O)c3ccccn3)c(Cl)c1	5109315	Ki	=	279	nM	6.55	Ki	=	279	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	697897	CHEMBL1632957	B	Inhibition of human intestinal CE1 using O-nitrophenyl acetate as substrate by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	54255	CHEMBL1629454	21105730	J. Med. Chem.	2010	53	24	8709					
